Price,Model Year,Engine Type,Engine Capacity,Assembly,Body Type,Transmission Type,Registration Status,Car Name
2520000,2013,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
815000,2001,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
700000,1990,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
850000,2016,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
3700000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1400000,2014,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
450000,2004,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
500000,2003,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
760000,2001,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
580000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2630000,2019,Petrol,1500,Local,Sedan,Automatic,Registered,Honda City
1890000,2015,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
550000,2010,Petrol,800,Local,Mini Van,Manual,Registered,Suzuki Bolan
1380000,2004,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
545000,2003,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
650000,2013,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1720000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
845000,2012,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1295000,2008,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
1075000,2007,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
630000,2010,Petrol,800,Local,Mini Van,Manual,Registered,Suzuki Bolan
1225000,2015,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
475000,2008,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
360000,2008,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1980000,2012,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
8855000,2017,Petrol,1600,Local,Sedan,Automatic,Registered,Mercedes Benz
800000,1996,Petrol,1600,Imported,Sedan,Manual,Registered,Honda Civic
420000,2004,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
7600000,2017,Petrol,2700,Local,SUV,Automatic,Registered,Toyota Fortuner
1875000,2017,Petrol,1300,Local,Hatchback,Automatic,Registered,Suzuki Swift
1735000,2009,Diesel,2000,Local,Sedan,Manual,Registered,Toyota Corolla
1200000,2003,Petrol,1600,Local,Sedan,Manual,Registered,Toyota Corolla
200000,1997,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
950000,2012,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
595000,2011,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1280000,2012,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
570000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1250000,2007,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1165000,2008,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
3000000,2016,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
550000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
975000,2001,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
2350000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
725000,2007,Petrol,800,Local,Hatchback,Automatic,Registered,Daihatsu Cuore
430000,2002,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
930000,2006,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
820000,2017,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1860000,2015,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1450000,2012,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
725000,2015,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2630000,2015,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
270000,1998,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
700000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
835000,2000,Petrol,1600,Imported,Sedan,Manual,Registered,Honda Civic
1345000,2007,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
4570000,2019,Petrol,1500,Local,Sedan,Automatic,Registered,Honda Civic
435000,2008,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2325000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2440000,2011,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
670000,2008,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
1350000,2014,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
1350000,2014,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
620000,2011,Petrol,800,Local,Mini Van,Manual,Registered,Suzuki Bolan
1280000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1900000,2006,Petrol,1500,Imported,Sedan,Automatic,Registered,Toyota Corolla
1980000,2019,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
870000,2002,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
1425000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1800000,2008,Petrol,1500,Imported,Sedan,Automatic,Registered,Toyota Prius
550000,2005,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1100000,2011,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
690000,2013,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
850000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1230000,2014,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
2840000,2016,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
3400000,2019,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
4690000,2004,Diesel,3000,Imported,SUV,Automatic,Registered,Toyota Prado
2150000,2013,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
2275000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1750000,2012,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
2250000,2010,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
2850000,2016,Hybrid,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
1875000,2015,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
1400000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
4950000,2005,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
2350000,2014,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
3325000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2450000,2016,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
520000,2017,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1475000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
4000000,2016,Petrol,1800,Imported,Sedan,Automatic,Un-Registered,Toyota Prius
240000,1992,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2750000,2015,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
4150000,2019,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
560000,2007,Petrol,800,Local,Mini Van,Manual,Registered,Suzuki Bolan
1700000,2017,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
1635000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
620000,2012,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2250000,2015,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
1300000,2007,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
350000,2004,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
620000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2750000,2015,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
1100000,2006,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
3000000,2019,Petrol,1500,Local,Sedan,Automatic,Un-Registered,Honda City
700000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1800000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
550000,2011,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
560000,2010,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
620000,2010,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2415000,2017,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
2200000,2017,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
2550000,1992,Petrol,4500,Imported,SUV,Automatic,Registered,Toyota Land
995000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
970000,2018,Petrol,800,Local,Mini Van,Manual,Registered,Suzuki Bolan
2150000,2015,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
6500000,2004,Petrol,3400,Imported,SUV,Automatic,Registered,Toyota Prado
3900000,2016,Petrol,1500,Imported,Sedan,Automatic,Un-Registered,Toyota Corolla
800000,2012,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2200000,2014,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
770000,2004,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
3600000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
1550000,2007,Hybrid,1500,Imported,Sedan,Automatic,Registered,Toyota Prius
1400000,2013,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
2550000,2015,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
585000,2005,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1595000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
3000000,2018,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
950000,1997,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1600000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
3350000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
8990000,2019,Diesel,2800,Local,SUV,Automatic,Registered,Toyota Fortuner
580000,2009,Petrol,800,Local,Mini Van,Manual,Registered,Suzuki Bolan
1050000,2014,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1340000,2013,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
550000,2006,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
510000,2002,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
685000,2014,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2350000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
3650000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
3690000,2014,Hybrid,1500,Imported,Cross Over,Automatic,Un-Registered,Honda Vezel
450000,2005,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
430000,2005,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
575000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1600000,2017,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
2150000,2017,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
1110000,2004,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
3300000,2014,Hybrid,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
710000,2008,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
1545000,1996,Petrol,2000,Imported,Sedan,Automatic,Registered,Mercedes Benz
375000,2004,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
675000,2006,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Liana
1450000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
325000,1995,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
765000,2015,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1010000,2018,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
380000,2005,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
580000,1997,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
1440000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
2225000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2280000,2018,Petrol,1300,Imported,Sedan,Automatic,Registered,Honda City
520000,2005,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
1650000,2014,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
3500000,2018,Petrol,1800,Local,Sedan,Automatic,Un-Registered,Honda Civic
890000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2550000,2018,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
3610000,2017,Hybrid,1500,Imported,Sedan,Automatic,Un-Registered,Toyota Corolla
1524000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
890000,2006,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
419000,2004,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1690000,2016,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
1520000,2005,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
690000,2002,Petrol,1500,Local,Sedan,Manual,Registered,Honda City
685000,2009,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
720000,1999,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
1530000,2010,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1790000,2011,Petrol,1600,Local,Sedan,Manual,Registered,Toyota Corolla
2650000,2015,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
985000,2005,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
2400000,1991,Diesel,4200,Imported,SUV,Automatic,Registered,Toyota Land
2870000,2017,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
1340000,2009,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
2225000,2012,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
980000,2001,Petrol,1600,Imported,Sedan,Manual,Registered,Honda Civic
1570000,2009,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
820000,2017,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
400000,2001,Petrol,660,Local,Hatchback,Manual,Registered,Daihatsu Cuore
1590000,2017,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
3350000,2016,Petrol,1500,Imported,Sedan,Automatic,Registered,Toyota Corolla
930000,2012,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
12500000,2013,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
150000,1991,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
625000,2009,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
810000,2013,Petrol,1000,Imported,Hatchback,Manual,Registered,Suzuki Cultus
2180000,2018,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
3250000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2575000,2017,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
3550000,2015,Petrol,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
660000,2012,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
665000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2180000,2015,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
785000,2011,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1175000,2006,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
750000,1997,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
330000,2000,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1000000,2005,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
1800000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1150000,2019,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2750000,1996,Diesel,3000,Imported,SUV,Automatic,Registered,Toyota Prado
4600000,2016,Hybrid,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
620000,2009,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
550000,2007,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
900000,1998,Diesel,2000,Local,Sedan,Manual,Registered,Toyota Corolla
640000,2009,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
3600000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2725000,2016,Petrol,1500,Imported,Hatchback,Automatic,Un-Registered,Toyota Aqua
445000,2000,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
560000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2045000,2015,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1630000,2009,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
480000,2004,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
650000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1890000,2017,Petrol,660,Imported,Hatchback,Automatic,Un-Registered,Suzuki Alto
2500000,2016,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
1050000,2014,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1325000,2005,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
6700000,2007,Petrol,4000,Imported,SUV,Automatic,Registered,Toyota Prado
1550000,2013,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
800000,2010,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1440000,2010,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1680000,2011,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
380000,2003,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2950000,2013,Hybrid,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
1650000,2012,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1550000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
400000,2005,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
890000,2004,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
425000,2002,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
1550000,2010,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
980000,2013,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
3150000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2400000,2014,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
700000,2015,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1670000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1900000,2013,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
1620000,2007,Petrol,1300,Imported,Hatchback,Automatic,Registered,Toyota Vitz
1475000,2011,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
2650000,2015,Hybrid,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
2200000,2015,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
1120000,2006,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1380000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1799000,2013,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
2100000,2011,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
680000,2002,Petrol,1300,Imported,Sedan,Manual,Registered,Honda City
1100000,2003,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
875000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
370000,2005,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
750000,2013,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2140000,2010,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
1400000,2003,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2225000,2014,Hybrid,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
1310000,2019,Petrol,660,Local,Hatchback,Manual,Un-Registered,Suzuki Alto
2700000,2017,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
1240000,2013,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
2625000,2019,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
170000,1990,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
630000,2009,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
4025000,2019,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
13000000,2013,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
1095000,2008,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
680000,2010,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
2300000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
480000,2004,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
650000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
500000,2008,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
230000,1991,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
2100000,2018,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
3000000,2002,Petrol,2600,Imported,Sedan,Automatic,Registered,Mercedes Benz
920000,2001,Petrol,1000,Local,Hatchback,Automatic,Registered,Toyota Vitz
1495000,2010,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1630000,2011,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
690000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
3550000,2007,Petrol,1800,Imported,Sedan,Automatic,Registered,Mercedes Benz
1410000,2014,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
2650000,2019,Petrol,1500,Local,Sedan,Automatic,Registered,Honda City
3730000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1760000,2013,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1920000,2007,Petrol,1500,Imported,Sedan,Automatic,Registered,Toyota Corolla
600000,2011,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1450000,2010,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
3500000,2015,Petrol,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
2035000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1250000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1800000,2018,Petrol,1500,Local,Sedan,Automatic,Registered,Honda City
380000,1993,Petrol,800,Local,Mini Van,Manual,Registered,Suzuki Bolan
1000000,2016,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
860000,2017,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
3400000,2016,Petrol,1500,Imported,Sedan,Automatic,Registered,Toyota Corolla
5200000,2015,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Fortuner
1090000,2004,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
450000,2007,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
4950000,2005,Petrol,1800,Imported,Sedan,Automatic,Registered,Mercedes Benz
415000,2000,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
1230000,2008,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
800000,2013,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
1325000,2000,Petrol,1300,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2225000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1375000,2014,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
1100000,2005,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
1850000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1980000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
365000,2005,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
3565000,2018,Petrol,1800,Local,Sedan,Manual,Registered,Toyota Corolla
6000000,2004,Petrol,4700,Imported,SUV,Automatic,Registered,Toyota Land
3630000,2014,Hybrid,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
1250000,2009,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2165000,2013,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
2600000,2010,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
2895000,2019,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
1325000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1550000,2019,Petrol,660,Local,Hatchback,Automatic,Un-Registered,Suzuki Alto
430000,1990,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1380000,2019,Petrol,660,Local,Hatchback,Manual,Registered,Suzuki Alto
2725000,2019,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2250000,2013,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
2100000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1003000,1999,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
850000,2001,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
1700000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
12500000,2013,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
1410000,2011,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2430000,2015,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1850000,2015,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
4550000,2016,Petrol,1800,Imported,Sedan,Automatic,Un-Registered,Toyota Prius
1950000,2017,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
2450000,2015,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
2400000,2006,Petrol,1500,Imported,Sedan,Automatic,Registered,Toyota Corolla
935000,2007,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1375000,2009,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2300000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
500000,2002,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
2550000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2300000,2015,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
640000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
